1,3.84
2,5.99
3,7.81
4,9.49
5,11.07
6,12.59
7,14.07
8,15.51
9,16.92
10,18.31
11,19.68
12,21.03
13,23.36
14,23.68
15,25
16,26.3
17,27.59
18,28.87
19,30.14
20,31.41
22,33.92
24,36.42
26,38.89
28,42.34
30,43.77
32,46.19
34,48.6
38,53.38
42,58.12
46,62.83
50,67.5
55,73.31
60,79.08
65,84.82
70,90.53
75,96.22
80,101.88
85,107.52
90,113.15
95,118.75
100,124.34
